sku_id,name,pair_sku_id,side,arm_type,is_boxed,length_cm,width_cm,height_cm,weight_kg,unit_volume_l,effective_volume_l,rotation,effective_rotation,sales_median_6m,target_stock_qty,batch_weight_kg,batch_volume_l
SKU-1311-LH,Важіль straight_link LH (R2),SKU-1311-RH,LH,straight_link,False,24.4,6.4,4.5,0.89,0.7,0.2,R2,R2,18.3,28,24.9,5.6
SKU-1311-RH,Важіль straight_link RH (R2),SKU-1311-LH,RH,straight_link,False,24.4,6.4,4.5,0.89,0.7,0.2,R2,R2,19.0,29,25.8,5.8
SKU-1312-LH,Важіль straight_link LH (R2),SKU-1312-RH,LH,straight_link,False,18.5,4.1,5.4,0.56,0.41,0.11,R2,R2,18.7,29,16.2,3.2
SKU-1312-RH,Важіль straight_link RH (R2),SKU-1312-LH,RH,straight_link,False,18.5,4.1,5.4,0.56,0.41,0.11,R2,R2,18.2,28,15.7,3.1
SKU-1313-LH,Важіль straight_link LH (R2),SKU-1313-RH,LH,straight_link,False,30.6,4.4,7.3,0.71,0.98,0.27,R2,R2,28.9,44,31.2,11.9
SKU-1313-RH,Важіль straight_link RH (R2),SKU-1313-LH,RH,straight_link,False,30.6,4.4,7.3,0.71,0.98,0.27,R2,R2,29.4,45,31.9,12.2
SKU-1314-LH,Важіль a_shaped LH (R2),SKU-1314-RH,LH,a_shaped,False,40.6,41.4,10.1,4.83,16.98,8.83,R2,R2,22.2,34,164.2,300.2
SKU-1314-RH,Важіль a_shaped RH (R2),SKU-1314-LH,RH,a_shaped,False,40.6,41.4,10.1,4.83,16.98,8.83,R2,R2,21.5,33,159.4,291.4
SKU-1315-LH,Важіль a_shaped LH (R2),SKU-1315-RH,LH,a_shaped,False,44.7,38.2,13.7,5.01,23.39,12.16,R2,R2,21.2,32,160.3,389.1
SKU-1315-RH,Важіль a_shaped RH (R2),SKU-1315-LH,RH,a_shaped,False,44.7,38.2,13.7,5.01,23.39,12.16,R2,R2,21.1,32,160.3,389.1
SKU-1316-LH,Важіль trailing LH (R2),SKU-1316-RH,LH,trailing,True,60.9,7.4,8.9,3.27,4.01,4.21,R2,R2,22.3,34,111.2,143.1
SKU-1316-RH,Важіль trailing RH (R2),SKU-1316-LH,RH,trailing,True,60.9,7.4,8.9,3.27,4.01,4.21,R2,R2,21.5,33,107.9,138.9
SKU-1317-LH,Важіль curved LH (R2),SKU-1317-RH,LH,curved,False,36.0,15.9,7.4,3.39,4.24,1.78,R2,R2,28.8,44,149.2,78.3
SKU-1317-RH,Важіль curved RH (R2),SKU-1317-LH,RH,curved,False,36.0,15.9,7.4,3.39,4.24,1.78,R2,R2,28.7,44,149.2,78.3
SKU-1318-LH,Важіль straight_link LH (R2),SKU-1318-RH,LH,straight_link,False,20.8,5.4,4.1,0.88,0.46,0.13,R2,R2,24.0,36,31.7,4.7
SKU-1318-RH,Важіль straight_link RH (R2),SKU-1318-LH,RH,straight_link,False,20.8,5.4,4.1,0.88,0.46,0.13,R2,R2,25.4,39,34.3,5.1
SKU-1319-LH,Важіль heavy_integral LH (R2),SKU-1319-RH,LH,heavy_integral,False,73.1,21.3,17.0,6.76,26.47,18.0,R2,R2,26.7,41,277.2,738.0
SKU-1319-RH,Важіль heavy_integral RH (R2),SKU-1319-LH,RH,heavy_integral,False,73.1,21.3,17.0,6.76,26.47,18.0,R2,R2,28.1,43,290.7,774.0
SKU-1320-LH,Важіль a_shaped LH (R2),SKU-1320-RH,LH,a_shaped,False,50.0,41.1,8.2,5.08,16.85,8.76,R2,R2,29.7,45,228.6,394.2
SKU-1320-RH,Важіль a_shaped RH (R2),SKU-1320-LH,RH,a_shaped,False,50.0,41.1,8.2,5.08,16.85,8.76,R2,R2,30.6,46,233.7,403.0
SKU-1321-LH,Важіль heavy_integral LH (R2),SKU-1321-RH,LH,heavy_integral,False,62.0,18.9,11.6,9.48,13.59,9.24,R2,R2,22.7,35,331.8,323.4
SKU-1321-RH,Важіль heavy_integral RH (R2),SKU-1321-LH,RH,heavy_integral,False,62.0,18.9,11.6,9.48,13.59,9.24,R2,R2,22.6,34,322.3,314.2
SKU-1322-LH,Важіль a_shaped LH (R2),SKU-1322-RH,LH,a_shaped,False,49.8,41.7,10.3,6.25,21.39,11.12,R2,R2,27.3,41,256.2,455.9
SKU-1322-RH,Важіль a_shaped RH (R2),SKU-1322-LH,RH,a_shaped,False,49.8,41.7,10.3,6.25,21.39,11.12,R2,R2,28.2,43,268.8,478.2
SKU-1323-LH,Важіль a_shaped LH (R2),SKU-1323-RH,LH,a_shaped,False,37.7,39.7,10.5,6.31,15.72,8.17,R2,R2,27.7,42,265.0,343.1
SKU-1323-RH,Важіль a_shaped RH (R2),SKU-1323-LH,RH,a_shaped,False,37.7,39.7,10.5,6.31,15.72,8.17,R2,R2,29.6,45,283.9,367.6
SKU-1324-LH,Важіль straight_link LH (R2),SKU-1324-RH,LH,straight_link,False,25.1,6.2,7.2,0.42,1.12,0.31,R2,R2,24.1,37,15.5,11.5
SKU-1324-RH,Важіль straight_link RH (R2),SKU-1324-LH,RH,straight_link,False,25.1,6.2,7.2,0.42,1.12,0.31,R2,R2,24.1,37,15.5,11.5
SKU-1325-LH,Важіль a_shaped LH (R2),SKU-1325-RH,LH,a_shaped,False,38.2,30.8,9.9,6.17,11.65,6.06,R2,R2,20.9,32,197.4,193.9
SKU-1325-RH,Важіль a_shaped RH (R2),SKU-1325-LH,RH,a_shaped,False,38.2,30.8,9.9,6.17,11.65,6.06,R2,R2,22.1,34,209.8,206.0
SKU-1326-LH,Важіль trailing LH (R2),SKU-1326-RH,LH,trailing,True,77.9,9.4,8.3,2.72,6.08,6.38,R2,R2,18.5,28,76.2,178.6
SKU-1326-RH,Важіль trailing RH (R2),SKU-1326-LH,RH,trailing,True,77.9,9.4,8.3,2.72,6.08,6.38,R2,R2,18.7,29,78.9,185.0
SKU-1327-LH,Важіль heavy_integral LH (R2),SKU-1327-RH,LH,heavy_integral,False,54.6,23.5,16.2,9.03,20.79,14.14,R2,R2,27.9,42,379.3,593.9
SKU-1327-RH,Важіль heavy_integral RH (R2),SKU-1327-LH,RH,heavy_integral,False,54.6,23.5,16.2,9.03,20.79,14.14,R2,R2,27.4,42,379.3,593.9
SKU-1328-LH,Важіль a_shaped LH (R2),SKU-1328-RH,LH,a_shaped,False,43.8,27.2,10.3,4.9,12.27,6.38,R2,R2,18.6,28,137.2,178.6
SKU-1328-RH,Важіль a_shaped RH (R2),SKU-1328-LH,RH,a_shaped,False,43.8,27.2,10.3,4.9,12.27,6.38,R2,R2,18.2,28,137.2,178.6
SKU-1329-LH,Важіль a_shaped LH (R2),SKU-1329-RH,LH,a_shaped,False,51.2,27.2,14.6,5.27,20.33,10.57,R2,R2,20.9,32,168.6,338.2
SKU-1329-RH,Важіль a_shaped RH (R2),SKU-1329-LH,RH,a_shaped,False,51.2,27.2,14.6,5.27,20.33,10.57,R2,R2,21.6,33,173.9,348.8
SKU-1330-LH,Важіль a_shaped LH (R2),SKU-1330-RH,LH,a_shaped,False,47.3,26.8,7.6,4.89,9.63,5.01,R2,R2,21.1,32,156.5,160.3
SKU-1330-RH,Важіль a_shaped RH (R2),SKU-1330-LH,RH,a_shaped,False,47.3,26.8,7.6,4.89,9.63,5.01,R2,R2,21.2,32,156.5,160.3
SKU-1331-LH,Важіль trailing LH (R2),SKU-1331-RH,LH,trailing,False,76.2,8.0,8.6,2.78,5.24,1.99,R2,R2,23.2,35,97.3,69.7
SKU-1331-RH,Важіль trailing RH (R2),SKU-1331-LH,RH,trailing,False,76.2,8.0,8.6,2.78,5.24,1.99,R2,R2,24.0,36,100.1,71.6
SKU-1332-LH,Важіль a_shaped LH (R2),SKU-1332-RH,LH,a_shaped,False,45.7,31.7,12.2,3.99,17.67,9.19,R2,R2,28.7,44,175.6,404.4
SKU-1332-RH,Важіль a_shaped RH (R2),SKU-1332-LH,RH,a_shaped,False,45.7,31.7,12.2,3.99,17.67,9.19,R2,R2,28.5,43,171.6,395.2
SKU-1333-LH,Важіль straight_link LH (R2),SKU-1333-RH,LH,straight_link,False,26.7,4.3,6.4,0.64,0.73,0.2,R2,R2,27.3,41,26.2,8.2
SKU-1333-RH,Важіль straight_link RH (R2),SKU-1333-LH,RH,straight_link,False,26.7,4.3,6.4,0.64,0.73,0.2,R2,R2,27.2,41,26.2,8.2
SKU-1334-LH,Важіль a_shaped LH (R2),SKU-1334-RH,LH,a_shaped,False,44.3,28.3,13.2,4.47,16.55,8.61,R2,R2,23.5,36,160.9,310.0
SKU-1334-RH,Важіль a_shaped RH (R2),SKU-1334-LH,RH,a_shaped,False,44.3,28.3,13.2,4.47,16.55,8.61,R2,R2,23.3,35,156.4,301.3
SKU-1335-LH,Важіль a_shaped LH (R2),SKU-1335-RH,LH,a_shaped,False,36.9,38.0,9.5,3.6,13.32,6.93,R2,R2,23.3,35,126.0,242.5
SKU-1335-RH,Важіль a_shaped RH (R2),SKU-1335-LH,RH,a_shaped,False,36.9,38.0,9.5,3.6,13.32,6.93,R2,R2,23.7,36,129.6,249.5
SKU-1336-LH,Важіль straight_link LH (R2),SKU-1336-RH,LH,straight_link,False,18.9,6.9,4.0,0.65,0.52,0.15,R2,R2,26.5,40,26.0,6.0
SKU-1336-RH,Важіль straight_link RH (R2),SKU-1336-LH,RH,straight_link,False,18.9,6.9,4.0,0.65,0.52,0.15,R2,R2,26.0,39,25.4,5.8
SKU-1337-LH,Важіль a_shaped LH (R2),SKU-1337-RH,LH,a_shaped,False,40.3,39.5,9.5,6.12,15.12,7.86,R2,R2,28.6,43,263.2,338.0
SKU-1337-RH,Важіль a_shaped RH (R2),SKU-1337-LH,RH,a_shaped,False,40.3,39.5,9.5,6.12,15.12,7.86,R2,R2,29.6,45,275.4,353.7
SKU-1338-LH,Важіль curved LH (R2),SKU-1338-RH,LH,curved,False,41.4,11.1,9.1,2.49,4.18,1.76,R2,R2,22.9,35,87.2,61.6
SKU-1338-RH,Важіль curved RH (R2),SKU-1338-LH,RH,curved,False,41.4,11.1,9.1,2.49,4.18,1.76,R2,R2,23.0,35,87.2,61.6
SKU-1339-LH,Важіль trailing LH (R2),SKU-1339-RH,LH,trailing,True,56.3,9.6,7.7,4.13,4.16,4.37,R2,R2,28.1,43,177.6,187.9
SKU-1339-RH,Важіль trailing RH (R2),SKU-1339-LH,RH,trailing,True,56.3,9.6,7.7,4.13,4.16,4.37,R2,R2,27.6,42,173.5,183.5
SKU-1340-LH,Важіль a_shaped LH (R2),SKU-1340-RH,LH,a_shaped,False,37.7,38.5,12.2,3.75,17.71,9.21,R2,R2,23.1,35,131.2,322.4
SKU-1340-RH,Важіль a_shaped RH (R2),SKU-1340-LH,RH,a_shaped,False,37.7,38.5,12.2,3.75,17.71,9.21,R2,R2,22.3,34,127.5,313.1
SKU-1341-LH,Важіль straight_link LH (R2),SKU-1341-RH,LH,straight_link,False,24.4,4.7,5.3,0.77,0.61,0.17,R2,R2,19.0,29,22.3,4.9
SKU-1341-RH,Важіль straight_link RH (R2),SKU-1341-LH,RH,straight_link,False,24.4,4.7,5.3,0.77,0.61,0.17,R2,R2,18.5,28,21.6,4.8
SKU-1342-LH,Важіль straight_link LH (R2),SKU-1342-RH,LH,straight_link,False,29.9,4.7,6.3,0.87,0.89,0.25,R2,R2,27.9,42,36.5,10.5
SKU-1342-RH,Важіль straight_link RH (R2),SKU-1342-LH,RH,straight_link,False,29.9,4.7,6.3,0.87,0.89,0.25,R2,R2,29.0,44,38.3,11.0
SKU-1343-LH,Важіль straight_link LH (R2),SKU-1343-RH,LH,straight_link,False,22.1,4.5,6.3,1.14,0.63,0.18,R2,R2,22.0,33,37.6,5.9
SKU-1343-RH,Важіль straight_link RH (R2),SKU-1343-LH,RH,straight_link,False,22.1,4.5,6.3,1.14,0.63,0.18,R2,R2,21.6,33,37.6,5.9
SKU-1344-LH,Важіль trailing LH (R2),SKU-1344-RH,LH,trailing,False,57.2,10.5,6.1,2.87,3.66,1.39,R2,R2,18.1,28,80.4,38.9
SKU-1344-RH,Важіль trailing RH (R2),SKU-1344-LH,RH,trailing,False,57.2,10.5,6.1,2.87,3.66,1.39,R2,R2,18.7,29,83.2,40.3
SKU-1345-LH,Важіль a_shaped LH (R2),SKU-1345-RH,LH,a_shaped,False,49.4,26.2,10.0,4.68,12.94,6.73,R2,R2,17.7,27,126.4,181.7
SKU-1345-RH,Важіль a_shaped RH (R2),SKU-1345-LH,RH,a_shaped,False,49.4,26.2,10.0,4.68,12.94,6.73,R2,R2,18.1,28,131.0,188.4
SKU-1346-LH,Важіль heavy_integral LH (R2),SKU-1346-RH,LH,heavy_integral,False,62.9,21.3,14.8,6.24,19.83,13.48,R2,R2,24.4,37,230.9,498.8
SKU-1346-RH,Важіль heavy_integral RH (R2),SKU-1346-LH,RH,heavy_integral,False,62.9,21.3,14.8,6.24,19.83,13.48,R2,R2,23.6,36,224.6,485.3
SKU-1347-LH,Важіль trailing LH (R2),SKU-1347-RH,LH,trailing,False,60.1,9.9,8.1,3.19,4.82,1.83,R2,R2,28.8,44,140.4,80.5
SKU-1347-RH,Важіль trailing RH (R2),SKU-1347-LH,RH,trailing,False,60.1,9.9,8.1,3.19,4.82,1.83,R2,R2,28.6,43,137.2,78.7
SKU-1348-LH,Важіль curved LH (R2),SKU-1348-RH,LH,curved,False,38.9,11.4,6.6,1.63,2.93,1.23,R2,R2,22.0,33,53.8,40.6
SKU-1348-RH,Важіль curved RH (R2),SKU-1348-LH,RH,curved,False,38.9,11.4,6.6,1.63,2.93,1.23,R2,R2,21.6,33,53.8,40.6
SKU-1349-LH,Важіль trailing LH (R2),SKU-1349-RH,LH,trailing,False,61.7,6.0,6.2,3.46,2.3,0.87,R2,R2,30.5,46,159.2,40.0
SKU-1349-RH,Важіль trailing RH (R2),SKU-1349-LH,RH,trailing,False,61.7,6.0,6.2,3.46,2.3,0.87,R2,R2,28.6,43,148.8,37.4
SKU-1350-LH,Важіль heavy_integral LH (R2),SKU-1350-RH,LH,heavy_integral,False,75.1,23.8,13.7,7.91,24.49,16.65,R2,R2,20.9,32,253.1,532.8
SKU-1350-RH,Важіль heavy_integral RH (R2),SKU-1350-LH,RH,heavy_integral,False,75.1,23.8,13.7,7.91,24.49,16.65,R2,R2,21.2,32,253.1,532.8
SKU-1351-LH,Важіль curved LH (R2),SKU-1351-RH,LH,curved,False,33.7,19.0,7.8,1.7,4.99,2.1,R2,R2,30.5,46,78.2,96.6
SKU-1351-RH,Важіль curved RH (R2),SKU-1351-LH,RH,curved,False,33.7,19.0,7.8,1.7,4.99,2.1,R2,R2,30.2,46,78.2,96.6
SKU-1352-LH,Важіль heavy_integral LH (R2),SKU-1352-RH,LH,heavy_integral,False,67.4,25.6,10.6,7.77,18.29,12.44,R2,R2,20.2,31,240.9,385.6
SKU-1352-RH,Важіль heavy_integral RH (R2),SKU-1352-LH,RH,heavy_integral,False,67.4,25.6,10.6,7.77,18.29,12.44,R2,R2,20.1,31,240.9,385.6
SKU-1353-LH,Важіль straight_link LH (R2),SKU-1353-RH,LH,straight_link,False,28.9,6.0,4.5,1.21,0.78,0.22,R2,R2,25.4,39,47.2,8.6
SKU-1353-RH,Важіль straight_link RH (R2),SKU-1353-LH,RH,straight_link,False,28.9,6.0,4.5,1.21,0.78,0.22,R2,R2,26.0,39,47.2,8.6
SKU-1354-LH,Важіль heavy_integral LH (R2),SKU-1354-RH,LH,heavy_integral,False,61.0,25.2,12.3,8.22,18.91,12.86,R2,R2,29.2,44,361.7,565.8
SKU-1354-RH,Важіль heavy_integral RH (R2),SKU-1354-LH,RH,heavy_integral,False,61.0,25.2,12.3,8.22,18.91,12.86,R2,R2,27.7,42,345.2,540.1
SKU-1355-LH,Важіль straight_link LH (R2),SKU-1355-RH,LH,straight_link,False,18.1,6.2,5.6,0.53,0.63,0.18,R2,R2,29.6,45,23.9,8.1
SKU-1355-RH,Важіль straight_link RH (R2),SKU-1355-LH,RH,straight_link,False,18.1,6.2,5.6,0.53,0.63,0.18,R2,R2,28.9,44,23.3,7.9
SKU-1356-LH,Важіль heavy_integral LH (R2),SKU-1356-RH,LH,heavy_integral,False,71.7,16.8,12.2,9.67,14.7,10.0,R2,R2,23.6,36,348.1,360.0
SKU-1356-RH,Важіль heavy_integral RH (R2),SKU-1356-LH,RH,heavy_integral,False,71.7,16.8,12.2,9.67,14.7,10.0,R2,R2,23.4,36,348.1,360.0
SKU-1357-LH,Важіль trailing LH (R2),SKU-1357-RH,LH,trailing,True,56.3,8.2,5.8,2.2,2.68,2.81,R2,R2,29.2,44,96.8,123.6
SKU-1357-RH,Важіль trailing RH (R2),SKU-1357-LH,RH,trailing,True,56.3,8.2,5.8,2.2,2.68,2.81,R2,R2,28.8,44,96.8,123.6
SKU-1358-LH,Важіль straight_link LH (R2),SKU-1358-RH,LH,straight_link,False,21.4,7.4,4.7,1.35,0.74,0.21,R2,R2,30.4,46,62.1,9.7
SKU-1358-RH,Важіль straight_link RH (R2),SKU-1358-LH,RH,straight_link,False,21.4,7.4,4.7,1.35,0.74,0.21,R2,R2,31.1,47,63.5,9.9
SKU-1359-LH,Важіль trailing LH (R2),SKU-1359-RH,LH,trailing,False,58.7,8.2,7.4,2.25,3.56,1.35,R2,R2,26.4,40,90.0,54.0
SKU-1359-RH,Важіль trailing RH (R2),SKU-1359-LH,RH,trailing,False,58.7,8.2,7.4,2.25,3.56,1.35,R2,R2,24.8,38,85.5,51.3
SKU-1360-LH,Важіль a_shaped LH (R2),SKU-1360-RH,LH,a_shaped,False,50.5,41.1,14.7,5.27,30.51,15.87,R2,R2,30.3,46,242.4,730.0
SKU-1360-RH,Важіль a_shaped RH (R2),SKU-1360-LH,RH,a_shaped,False,50.5,41.1,14.7,5.27,30.51,15.87,R2,R2,28.9,44,231.9,698.3
SKU-1361-LH,Важіль trailing LH (R2),SKU-1361-RH,LH,trailing,False,70.7,7.2,7.6,3.5,3.87,1.47,R2,R2,20.1,31,108.5,45.6
SKU-1361-RH,Важіль trailing RH (R2),SKU-1361-LH,RH,trailing,False,70.7,7.2,7.6,3.5,3.87,1.47,R2,R2,20.4,31,108.5,45.6
SKU-1362-LH,Важіль curved LH (R2),SKU-1362-RH,LH,curved,False,26.2,10.1,7.1,3.27,1.88,0.79,R2,R2,21.0,32,104.6,25.3
SKU-1362-RH,Важіль curved RH (R2),SKU-1362-LH,RH,curved,False,26.2,10.1,7.1,3.27,1.88,0.79,R2,R2,20.3,31,101.4,24.5
SKU-1363-LH,Важіль curved LH (R2),SKU-1363-RH,LH,curved,False,39.6,18.7,5.6,2.37,4.15,1.74,R2,R2,18.3,28,66.4,48.7
SKU-1363-RH,Важіль curved RH (R2),SKU-1363-LH,RH,curved,False,39.6,18.7,5.6,2.37,4.15,1.74,R2,R2,18.6,28,66.4,48.7
SKU-1364-LH,Важіль trailing LH (R2),SKU-1364-RH,LH,trailing,False,59.5,8.0,8.7,4.19,4.14,1.57,R2,R2,18.9,29,121.5,45.5
SKU-1364-RH,Важіль trailing RH (R2),SKU-1364-LH,RH,trailing,False,59.5,8.0,8.7,4.19,4.14,1.57,R2,R2,18.3,28,117.3,44.0
SKU-1365-LH,Важіль curved LH (R2),SKU-1365-RH,LH,curved,False,38.1,21.0,10.7,2.64,8.56,3.6,R2,R2,22.8,35,92.4,126.0
SKU-1365-RH,Важіль curved RH (R2),SKU-1365-LH,RH,curved,False,38.1,21.0,10.7,2.64,8.56,3.6,R2,R2,21.8,33,87.1,118.8
SKU-1366-LH,Важіль trailing LH (R2),SKU-1366-RH,LH,trailing,False,61.3,9.3,6.0,2.5,3.42,1.3,R2,R2,28.1,43,107.5,55.9
SKU-1366-RH,Важіль trailing RH (R2),SKU-1366-LH,RH,trailing,False,61.3,9.3,6.0,2.5,3.42,1.3,R2,R2,29.0,44,110.0,57.2
SKU-1367-LH,Важіль a_shaped LH (R2),SKU-1367-RH,LH,a_shaped,False,36.6,26.6,8.4,6.37,8.18,4.25,R2,R2,22.2,34,216.6,144.5
SKU-1367-RH,Важіль a_shaped RH (R2),SKU-1367-LH,RH,a_shaped,False,36.6,26.6,8.4,6.37,8.18,4.25,R2,R2,21.5,33,210.2,140.2
SKU-1368-LH,Важіль straight_link LH (R2),SKU-1368-RH,LH,straight_link,False,26.1,5.8,6.7,0.68,1.01,0.28,R2,R2,22.9,35,23.8,9.8
SKU-1368-RH,Важіль straight_link RH (R2),SKU-1368-LH,RH,straight_link,False,26.1,5.8,6.7,0.68,1.01,0.28,R2,R2,23.0,35,23.8,9.8
SKU-1369-LH,Важіль heavy_integral LH (R2),SKU-1369-RH,LH,heavy_integral,False,63.4,23.8,13.8,8.34,20.82,14.16,R2,R2,20.6,31,258.5,439.0
SKU-1369-RH,Важіль heavy_integral RH (R2),SKU-1369-LH,RH,heavy_integral,False,63.4,23.8,13.8,8.34,20.82,14.16,R2,R2,19.9,30,250.2,424.8
SKU-1370-LH,Важіль curved LH (R2),SKU-1370-RH,LH,curved,False,39.7,12.5,5.4,1.72,2.68,1.13,R2,R2,29.3,44,75.7,49.7
SKU-1370-RH,Важіль curved RH (R2),SKU-1370-LH,RH,curved,False,39.7,12.5,5.4,1.72,2.68,1.13,R2,R2,29.1,44,75.7,49.7
SKU-1371-LH,Важіль a_shaped LH (R2),SKU-1371-RH,LH,a_shaped,False,49.4,31.3,12.5,6.07,19.33,10.05,R2,R2,25.1,38,230.7,381.9
SKU-1371-RH,Важіль a_shaped RH (R2),SKU-1371-LH,RH,a_shaped,False,49.4,31.3,12.5,6.07,19.33,10.05,R2,R2,26.6,40,242.8,402.0
SKU-1372-LH,Важіль a_shaped LH (R2),SKU-1372-RH,LH,a_shaped,False,40.5,32.8,7.3,4.01,9.7,5.04,R2,R2,26.1,40,160.4,201.6
SKU-1372-RH,Важіль a_shaped RH (R2),SKU-1372-LH,RH,a_shaped,False,40.5,32.8,7.3,4.01,9.7,5.04,R2,R2,27.0,41,164.4,206.6
SKU-1373-LH,Важіль curved LH (R2),SKU-1373-RH,LH,curved,False,26.9,21.7,6.4,2.15,3.74,1.57,R2,R2,21.2,32,68.8,50.2
SKU-1373-RH,Важіль curved RH (R2),SKU-1373-LH,RH,curved,False,26.9,21.7,6.4,2.15,3.74,1.57,R2,R2,20.8,32,68.8,50.2
SKU-1374-LH,Важіль trailing LH (R2),SKU-1374-RH,LH,trailing,False,77.1,7.1,7.7,3.66,4.22,1.6,R2,R2,28.0,42,153.7,67.2
SKU-1374-RH,Важіль trailing RH (R2),SKU-1374-LH,RH,trailing,False,77.1,7.1,7.7,3.66,4.22,1.6,R2,R2,27.7,42,153.7,67.2
SKU-1375-LH,Важіль straight_link LH (R2),SKU-1375-RH,LH,straight_link,False,28.0,6.9,4.6,0.77,0.89,0.25,R2,R2,29.5,45,34.6,11.2
SKU-1375-RH,Важіль straight_link RH (R2),SKU-1375-LH,RH,straight_link,False,28.0,6.9,4.6,0.77,0.89,0.25,R2,R2,29.9,45,34.6,11.2
SKU-1376-LH,Важіль curved LH (R2),SKU-1376-RH,LH,curved,False,32.3,17.1,9.0,1.74,4.97,2.09,R2,R2,24.9,38,66.1,79.4
SKU-1376-RH,Важіль curved RH (R2),SKU-1376-LH,RH,curved,False,32.3,17.1,9.0,1.74,4.97,2.09,R2,R2,23.9,36,62.6,75.2
SKU-1377-LH,Важіль trailing LH (R2),SKU-1377-RH,LH,trailing,False,67.2,10.8,5.2,2.66,3.77,1.43,R2,R2,24.8,38,101.1,54.3
SKU-1377-RH,Важіль trailing RH (R2),SKU-1377-LH,RH,trailing,False,67.2,10.8,5.2,2.66,3.77,1.43,R2,R2,25.7,39,103.7,55.8
SKU-1378-LH,Важіль trailing LH (R2),SKU-1378-RH,LH,trailing,False,54.7,8.6,7.0,2.88,3.29,1.25,R2,R2,30.0,45,129.6,56.2
SKU-1378-RH,Важіль trailing RH (R2),SKU-1378-LH,RH,trailing,False,54.7,8.6,7.0,2.88,3.29,1.25,R2,R2,29.7,45,129.6,56.2
SKU-1379-LH,Важіль a_shaped LH (R2),SKU-1379-RH,LH,a_shaped,False,43.4,40.7,12.6,5.93,22.26,11.58,R2,R2,27.8,42,249.1,486.4
SKU-1379-RH,Важіль a_shaped RH (R2),SKU-1379-LH,RH,a_shaped,False,43.4,40.7,12.6,5.93,22.26,11.58,R2,R2,29.0,44,260.9,509.5
SKU-1380-LH,Важіль a_shaped LH (R2),SKU-1380-RH,LH,a_shaped,False,41.5,31.4,14.8,6.34,19.29,10.03,R2,R2,26.9,41,259.9,411.2
SKU-1380-RH,Важіль a_shaped RH (R2),SKU-1380-LH,RH,a_shaped,False,41.5,31.4,14.8,6.34,19.29,10.03,R2,R2,26.5,40,253.6,401.2
SKU-1381-LH,Важіль trailing LH (R2),SKU-1381-RH,LH,trailing,False,64.9,7.9,5.7,3.75,2.92,1.11,R2,R2,26.6,40,150.0,44.4
SKU-1381-RH,Важіль trailing RH (R2),SKU-1381-LH,RH,trailing,False,64.9,7.9,5.7,3.75,2.92,1.11,R2,R2,25.8,39,146.2,43.3
SKU-1382-LH,Важіль trailing LH (R2),SKU-1382-RH,LH,trailing,False,52.3,9.5,8.9,3.02,4.42,1.68,R2,R2,21.2,32,96.6,53.8
SKU-1382-RH,Важіль trailing RH (R2),SKU-1382-LH,RH,trailing,False,52.3,9.5,8.9,3.02,4.42,1.68,R2,R2,21.3,32,96.6,53.8
SKU-1383-LH,Важіль trailing LH (R2),SKU-1383-RH,LH,trailing,False,77.1,6.3,7.0,3.61,3.4,1.29,R2,R2,27.6,42,151.6,54.2
SKU-1383-RH,Важіль trailing RH (R2),SKU-1383-LH,RH,trailing,False,77.1,6.3,7.0,3.61,3.4,1.29,R2,R2,29.0,44,158.8,56.8
SKU-1384-LH,Важіль trailing LH (R2),SKU-1384-RH,LH,trailing,False,62.3,6.7,8.5,2.43,3.55,1.35,R2,R2,21.4,33,80.2,44.6
SKU-1384-RH,Важіль trailing RH (R2),SKU-1384-LH,RH,trailing,False,62.3,6.7,8.5,2.43,3.55,1.35,R2,R2,22.4,34,82.6,45.9
SKU-1385-LH,Важіль trailing LH (R2),SKU-1385-RH,LH,trailing,False,72.7,7.3,7.5,3.3,3.98,1.51,R2,R2,28.9,44,145.2,66.4
SKU-1385-RH,Важіль trailing RH (R2),SKU-1385-LH,RH,trailing,False,72.7,7.3,7.5,3.3,3.98,1.51,R2,R2,26.9,41,135.3,61.9
SKU-1386-LH,Важіль straight_link LH (R2),SKU-1386-RH,LH,straight_link,False,18.7,5.9,5.0,0.71,0.55,0.15,R2,R2,22.5,34,24.1,5.1
SKU-1386-RH,Важіль straight_link RH (R2),SKU-1386-LH,RH,straight_link,False,18.7,5.9,5.0,0.71,0.55,0.15,R2,R2,21.9,33,23.4,5.0
SKU-1387-LH,Важіль trailing LH (R2),SKU-1387-RH,LH,trailing,False,62.5,6.3,8.1,2.7,3.19,1.21,R2,R2,23.5,36,97.2,43.6
SKU-1387-RH,Важіль trailing RH (R2),SKU-1387-LH,RH,trailing,False,62.5,6.3,8.1,2.7,3.19,1.21,R2,R2,22.9,35,94.5,42.4
SKU-1388-LH,Важіль heavy_integral LH (R2),SKU-1388-RH,LH,heavy_integral,True,62.0,25.4,15.1,9.09,23.78,24.97,R2,R2,25.0,38,345.4,948.9
SKU-1388-RH,Важіль heavy_integral RH (R2),SKU-1388-LH,RH,heavy_integral,True,62.0,25.4,15.1,9.09,23.78,24.97,R2,R2,25.4,39,354.5,973.8
SKU-1389-LH,Важіль curved LH (R2),SKU-1389-RH,LH,curved,False,27.6,13.3,6.7,2.38,2.46,1.03,R2,R2,28.7,44,104.7,45.3
